energy_eV,dos,integrated_dos
-14.019,0.2886E+01,0.3634E+01
-13.999,0.2627E+01,0.3686E+01
-13.979,0.2366E+01,0.3734E+01
-13.959,0.2108E+01,0.3776E+01
-13.939,0.1858E+01,0.3813E+01
-13.919,0.1620E+01,0.3846E+01
-13.899,0.1397E+01,0.3873E+01
-13.879,0.1192E+01,0.3897E+01
-13.859,0.1006E+01,0.3917E+01
-13.839,0.8400E+00,0.3934E+01
-13.819,0.6938E+00,0.3948E+01
-13.799,0.5669E+00,0.3959E+01
-13.779,0.4583E+00,0.3969E+01
-13.759,0.3665E+00,0.3976E+01
-13.739,0.2899E+00,0.3982E+01
-13.719,0.2269E+00,0.3986E+01
-13.699,0.1756E+00,0.3990E+01
-13.679,0.1345E+00,0.3992E+01
-13.659,0.1019E+00,0.3994E+01
-13.639,0.7638E-01,0.3996E+01
-13.619,0.5663E-01,0.3997E+01
-13.599,0.4153E-01,0.3998E+01
-13.579,0.3013E-01,0.3999E+01
-13.559,0.2163E-01,0.3999E+01
-13.539,0.1536E-01,0.3999E+01
-13.519,0.1079E-01,0.4000E+01
-13.499,0.7497E-02,0.4000E+01
-13.479,0.5153E-02,0.4000E+01
-13.459,0.3504E-02,0.4000E+01
-13.439,0.2357E-02,0.4000E+01
-13.419,0.1569E-02,0.4000E+01
-13.399,0.1033E-02,0.4000E+01
-13.379,0.6727E-03,0.4000E+01
-13.359,0.4334E-03,0.4000E+01
-13.339,0.2762E-03,0.4000E+01
-13.319,0.1741E-03,0.4000E+01
-13.299,0.1086E-03,0.4000E+01
-13.279,0.6702E-04,0.4000E+01
-13.259,0.4091E-04,0.4000E+01
-13.239,0.2470E-04,0.4000E+01
-13.219,0.1475E-04,0.4000E+01
-13.199,0.8719E-05,0.4000E+01
-13.179,0.5097E-05,0.4000E+01
-13.159,0.2947E-05,0.4000E+01
-13.139,0.1686E-05,0.4000E+01
-13.119,0.9542E-06,0.4000E+01
-13.099,0.5342E-06,0.4000E+01
