energy_eV,dos,integrated_dos
-15.753,0.9764E-07,0.6000E+01
-15.733,0.1820E-06,0.6000E+01
-15.713,0.3356E-06,0.6000E+01
-15.693,0.6122E-06,0.6000E+01
-15.673,0.1105E-05,0.6000E+01
-15.653,0.1972E-05,0.6000E+01
-15.633,0.3482E-05,0.6000E+01
-15.613,0.6083E-05,0.6000E+01
-15.593,0.1051E-04,0.6000E+01
-15.573,0.1797E-04,0.6000E+01
-15.553,0.3040E-04,0.6000E+01
-15.533,0.5086E-04,0.6000E+01
-15.513,0.8417E-04,0.6000E+01
-15.493,0.1378E-03,0.6000E+01
-15.473,0.2232E-03,0.6000E+01
-15.453,0.3577E-03,0.6000E+01
-15.433,0.5669E-03,0.6000E+01
-15.413,0.8890E-03,0.6000E+01
-15.393,0.1379E-02,0.6000E+01
-15.373,0.2116E-02,0.6000E+01
-15.353,0.3212E-02,0.6000E+01
-15.333,0.4824E-02,0.6000E+01
-15.313,0.7167E-02,0.6000E+01
-15.293,0.1053E-01,0.6001E+01
-15.273,0.1531E-01,0.6001E+01
-15.253,0.2202E-01,0.6001E+01
-15.233,0.3133E-01,0.6002E+01
-15.213,0.4410E-01,0.6003E+01
-15.193,0.6140E-01,0.6004E+01
-15.173,0.8457E-01,0.6006E+01
-15.153,0.1152E+00,0.6008E+01
-15.133,0.1553E+00,0.6011E+01
-15.113,0.2071E+00,0.6015E+01
-15.093,0.2732E+00,0.6021E+01
-15.073,0.3565E+00,0.6028E+01
-15.053,0.4603E+00,0.6037E+01
-15.033,0.5878E+00,0.6049E+01
-15.013,0.7426E+00,0.6064E+01
-14.993,0.9280E+00,0.6082E+01
-14.973,0.1147E+01,0.6105E+01
-14.953,0.1403E+01,0.6133E+01
-14.933,0.1698E+01,0.6167E+01
-14.913,0.2032E+01,0.6208E+01
-14.893,0.2406E+01,0.6256E+01
-14.873,0.2818E+01,0.6312E+01
-14.853,0.3265E+01,0.6378E+01
-14.833,0.3743E+01,0.6453E+01
-14.813,0.4245E+01,0.6537E+01
-14.793,0.4761E+01,0.6633E+01
-14.773,0.5284E+01,0.6738E+01
-14.753,0.5800E+01,0.6854E+01
-14.733,0.6299E+01,0.6980E+01
-14.713,0.6767E+01,0.7116E+01
-14.693,0.7192E+01,0.7260E+01
-14.673,0.7562E+01,0.7411E+01
-14.653,0.7865E+01,0.7568E+01
-14.633,0.8092E+01,0.7730E+01
-14.613,0.8236E+01,0.7895E+01
-14.593,0.8293E+01,0.8060E+01
-14.573,0.8260E+01,0.8226E+01
-14.553,0.8139E+01,0.8388E+01
-14.533,0.7934E+01,0.8547E+01
-14.513,0.7651E+01,0.8700E+01
-14.493,0.7298E+01,0.8846E+01
-14.473,0.6887E+01,0.8984E+01
-14.453,0.6430E+01,0.9112E+01
-14.433,0.5938E+01,0.9231E+01
-14.413,0.5425E+01,0.9340E+01
-14.393,0.4903E+01,0.9438E+01
-14.373,0.4383E+01,0.9525E+01
-14.353,0.3877E+01,0.9603E+01
-14.333,0.3392E+01,0.9671E+01
-14.313,0.2936E+01,0.9730E+01
-14.293,0.2514E+01,0.9780E+01
-14.273,0.2129E+01,0.9822E+01
-14.253,0.1784E+01,0.9858E+01
-14.233,0.1479E+01,0.9888E+01
-14.213,0.1213E+01,0.9912E+01
-14.193,0.9839E+00,0.9932E+01
-14.173,0.7896E+00,0.9947E+01
-14.153,0.6268E+00,0.9960E+01
-14.133,0.4923E+00,0.9970E+01
-14.113,0.3825E+00,0.9977E+01
